#;Number;Year;Month;Date;Customer;Net amount;Tax;Total amount
10696;10696;2004;11;2004-11-05;BPOUNF VUXAFXVPCX;212,350;17,520;229,870
10697;10697;2004;11;2004-11-12;XTUFDS MVXVRRIFBU;250,790;20,690;271,480
10698;10698;2004;11;2004-11-02;JZHNHK NRZTKDONYZ;160,050;13,200;173,250
10699;10699;2004;11;2004-11-10;HUYPZF SXMRWSUWGI;188,430;15,550;203,980
10700;10700;2004;11;2004-11-23;WMKREX XLQYJWASXF;6,670;0,550;7,220
10701;10701;2004;11;2004-11-19;BCXZZJ QZMRNOBMWE;112,980;9,320;122,300
10702;10702;2004;11;2004-11-09;YOJUSW WWUESOCCOM;340,470;28,090;368,560
10703;10703;2004;11;2004-11-03;ERIHJK KTHOJSCKIV;154,870;12,780;167,650
10704;10704;2004;11;2004-11-26;RLIIAK HWGPUIKAOZ;163,170;13,460;176,630
10705;10705;2004;11;2004-11-16;MUUPCG YWCLIWBLQG;380,840;31,420;412,260
10706;10706;2004;11;2004-11-18;JDOURN ATJXBKBYCV;362,480;29,900;392,380
10707;10707;2004;11;2004-11-16;QOQTOD ICXVRPTUXC;257,420;21,240;278,660
10708;10708;2004;11;2004-11-20;YWIWJC TQMTSMNSOO;261,470;21,570;283,040
10709;10709;2004;11;2004-11-18;UXNSHM MROVCLYDMS;236,610;19,520;256,130
10710;10710;2004;11;2004-11-15;NFLJCB QWYAKNPSOK;101,080;8,340;109,420
10711;10711;2004;11;2004-11-17;SNTJJC YVSEMTHYHM;164,960;13,610;178,570
10712;10712;2004;11;2004-11-21;VJXHUP FWGHIHTEPC;393,510;32,460;425,970
10713;10713;2004;11;2004-11-05;CABARY EGIXWCYFXM;41,130;3,390;44,520
10714;10714;2004;11;2004-11-08;QJIBHO WDWADSZJMH;210,910;17,400;228,310
10715;10715;2004;11;2004-11-05;SNTYGK QQLJHSFIHO;391,740;32,320;424,060
10716;10716;2004;11;2004-11-30;MYAJGG NMMKMUAYYV;85,240;7,030;92,270
10717;10717;2004;11;2004-11-22;GHKUQI MLOVXHPZDI;320,300;26,420;346,720
10718;10718;2004;11;2004-11-01;GPEYSV MEAHAHMQVO;115,380;9,520;124,900
10719;10719;2004;11;2004-11-26;EUNPUH DAQWURAPGT;307,640;25,380;333,020
10720;10720;2004;11;2004-11-08;OOGOCS MHJJYSXAEP;161,110;13,290;174,400
10721;10721;2004;11;2004-11-15;ISHHHM NGIGSKZTYH;19,940;1,650;21,590
10722;10722;2004;11;2004-11-16;SSVVFD ISGOVWRDES;396,720;32,730;429,450
10723;10723;2004;11;2004-11-29;JDBYPV HCWEBWPOCS;362,090;29,870;391,960
10724;10724;2004;11;2004-11-24;GKNKTK IYKTSFMGCV;30,570;2,520;33,090
10725;10725;2004;11;2004-11-26;RHYBHA PQPOBFPAES;365,800;30,180;395,980
10726;10726;2004;11;2004-11-02;JRLGTK XZMGYRJJEZ;86,060;7,100;93,160
10727;10727;2004;11;2004-11-18;HYSROM QRQHAXJVFE;26,150;2,160;28,310
10728;10728;2004;11;2004-11-25;CTKWLD VKOWXQVKVN;104,400;8,610;113,010
10729;10729;2004;11;2004-11-04;FNTMHF YZNQBNSBLB;92,900;7,660;100,560
10730;10730;2004;11;2004-11-26;DOMBPH ALZWPIFNFQ;254,970;21,040;276,010
10731;10731;2004;11;2004-11-15;PWUZCK OTLUTQVOXA;129,250;10,660;139,910
10732;10732;2004;11;2004-11-05;VCNRXI PBOEMIVDPY;75,720;6,250;81,970
10733;10733;2004;11;2004-11-09;QBGMPB WAYWCETVVP;47,990;3,960;51,950
10734;10734;2004;11;2004-11-05;OJVROG PYJUJMLILL;358,650;29,590;388,240
10735;10735;2004;11;2004-11-04;JYKALT BBIBNYXYJB;343,140;28,310;371,450
10736;10736;2004;11;2004-11-21;LQUQQK QGWZTCDHLF;270,540;22,320;292,860
10737;10737;2004;11;2004-11-29;FXWMYU RIKRYZCCUK;166,030;13,700;179,730
10738;10738;2004;11;2004-11-01;HBNPDR GIKOHZMYQO;164,380;13,560;177,940
10739;10739;2004;11;2004-11-17;IOSOFH WWMRJETQPR;192,400;15,870;208,270
10740;10740;2004;11;2004-11-03;TBQLVL ATDRKGYKJL;256,400;21,150;277,550
10741;10741;2004;11;2004-11-11;MMTOJB DWVLTNJVED;97,410;8,040;105,450
10742;10742;2004;11;2004-11-29;ODVKDF WGWYUNJWJX;355,320;29,310;384,630
10743;10743;2004;11;2004-11-02;XWHMRZ ULZKZYMRDP;148,700;12,270;160,970
10744;10744;2004;11;2004-11-24;ZNADND PIBRZZPQEE;22,930;1,890;24,820
10745;10745;2004;11;2004-11-24;TESWHJ JPGTLOAFRM;222,690;18,370;241,060
10746;10746;2004;11;2004-11-06;SGOGHM HGTYWOUMUM;291,950;24,090;316,040
10747;10747;2004;11;2004-11-28;AKDYNR CEZDXROJBN;228,160;18,820;246,980
10748;10748;2004;11;2004-11-20;FOKWBV EXYUBUSLMW;399,200;32,930;432,130
10749;10749;2004;11;2004-11-24;CZAHUT OHWRPSNUOF;305,710;25,220;330,930
10750;10750;2004;11;2004-11-07;RBLZHD GPEENWQNXQ;172,040;14,190;186,230
10751;10751;2004;11;2004-11-23;YHJRSY KEDRGGYXOF;331,980;27,390;359,370
10752;10752;2004;11;2004-11-24;MQQQIW DQFRJANVAF;180,790;14,920;195,710
10753;10753;2004;11;2004-11-07;PLZKTA PGTLHEQPSS;293,920;24,250;318,170
10754;10754;2004;11;2004-11-04;HHDRHW NTNHYRITAF;66,250;5,470;71,720
10755;10755;2004;11;2004-11-12;CNQNLX WPKBHCNFHQ;43,660;3,600;47,260
10756;10756;2004;11;2004-11-25;EQZERJ SOUNFBIVEU;400,000;33,000;433,000
10757;10757;2004;11;2004-11-11;KZTQRX BVFLZDVKMB;165,640;13,670;179,310
10758;10758;2004;11;2004-11-22;RQISEP KHYWBWHGFB;169,160;13,960;183,120
10759;10759;2004;11;2004-11-18;LOYAIG XBLXSWVVJV;33,870;2,790;36,660
10760;10760;2004;11;2004-11-23;DTZJKL BEXJLQYOCZ;251,170;20,720;271,890
10761;10761;2004;11;2004-11-17;YGMWHD UDGYNGDSKW;135,490;11,180;146,670
10762;10762;2004;11;2004-11-16;WFIHAW IFGFCFJJJC;257,360;21,230;278,590
10763;10763;2004;11;2004-11-08;SORTRF MDOGXPWWHW;66,620;5,500;72,120
10764;10764;2004;11;2004-11-01;VNFIFW RFFOZUBXXX;370,480;30,560;401,040
10765;10765;2004;11;2004-11-12;NUEAKX IUXTRJXBVB;220,560;18,200;238,760
10766;10766;2004;11;2004-11-17;IGOGTH OTCBHMJYDH;215,380;17,770;233,150
10767;10767;2004;11;2004-11-10;ZKPVRG HDYSFXAHRW;296,850;24,490;321,340
10768;10768;2004;11;2004-11-02;RCTHZV UENFYKNGOF;184,930;15,260;200,190
10769;10769;2004;11;2004-11-12;WQXKIN DLVOZDNHJU;19,680;1,620;21,300
10770;10770;2004;11;2004-11-22;MQAWAS APIPKOEHMM;275,280;22,710;297,990
10771;10771;2004;11;2004-11-29;MWZIIZ XLADCOFNCJ;331,860;27,380;359,240
10772;10772;2004;11;2004-11-05;WMFHOQ MGDRZPNQAH;15,790;1,300;17,090
10773;10773;2004;11;2004-11-07;GXDUQK SARYJLYDXB;283,870;23,420;307,290
10774;10774;2004;11;2004-11-08;FSPXOH AXAAPRHAGD;10,180;0,840;11,020
10775;10775;2004;11;2004-11-15;PBLIOI NPILAKQYFD;202,970;16,750;219,720
10776;10776;2004;11;2004-11-21;SXJGND ETYBWOPLUN;33,230;2,740;35,970
10777;10777;2004;11;2004-11-12;MZXIQN MEMUPHJNXO;43,220;3,570;46,790
10778;10778;2004;11;2004-11-14;BVGEBE AOCJNANWUZ;284,630;23,480;308,110
10779;10779;2004;11;2004-11-16;ZOQBAI LGJVHHMQGK;307,540;25,370;332,910
10780;10780;2004;11;2004-11-24;GDYLKT NFUUYSCUKB;123,880;10,220;134,100
10781;10781;2004;11;2004-11-23;SWFUJE DZICKDFGQO;64,360;5,310;69,670
10782;10782;2004;11;2004-11-15;NMCKTU MYGKMCCYZV;311,690;25,710;337,400
10783;10783;2004;11;2004-11-29;BJDHIE RXFTJLEWVL;138,430;11,420;149,850
10784;10784;2004;11;2004-11-15;PEPZWV DIAKUWFUBN;324,160;26,740;350,900
10785;10785;2004;11;2004-11-24;DDBDIZ WKSEDAXAWS;206,980;17,080;224,060
10786;10786;2004;11;2004-11-10;VLNSPQ ETZEZSIVDC;98,570;8,130;106,700
10787;10787;2004;11;2004-11-18;TIEZBG DIAUSTGCIG;388,260;32,030;420,290
10788;10788;2004;11;2004-11-16;FEFRSZ QRJWCWUIQP;77,400;6,390;83,790
10789;10789;2004;11;2004-11-10;XQKFZO VSYWWEDJRJ;169,500;13,980;183,480
10790;10790;2004;11;2004-11-26;HXJIUK JXQVATKRHO;271,540;22,400;293,940
10791;10791;2004;11;2004-11-18;CKLBAZ WHWWNNDZRV;351,050;28,960;380,010
10792;10792;2004;11;2004-11-07;RNCDNV XVAWBEAUYM;5,230;0,430;5,660
10793;10793;2004;11;2004-11-08;AZBHFQ NOGIWECESK;77,760;6,420;84,180
10794;10794;2004;11;2004-11-02;ZTYXXI TFCXISFZTL;257,610;21,250;278,860
10795;10795;2004;11;2004-11-14;VZHNCE QMVHMHLQYS;127,840;10,550;138,390
10796;10796;2004;11;2004-11-14;NBCZSC PVBRLLGKAW;280,030;23,100;303,130
10797;10797;2004;11;2004-11-18;TNRYGO OVWHEWDZSE;72,880;6,010;78,890
10798;10798;2004;11;2004-11-05;GKUKGN UWGJTOEFXE;394,530;32,550;427,080
10799;10799;2004;11;2004-11-29;NQCDSP ENBTJZVHBY;227,730;18,790;246,520
10800;10800;2004;11;2004-11-01;HRTGBU OFJXHCJHYV;0,570;0,050;0,620
10801;10801;2004;11;2004-11-09;RQLNGP YIXIWJIAGU;183,300;15,120;198,420
10802;10802;2004;11;2004-11-16;THTQVG UWIBBNRRCV;262,690;21,670;284,360
10803;10803;2004;11;2004-11-20;GRNFRY ZUSIBWJEHR;210,210;17,340;227,550
10804;10804;2004;11;2004-11-26;ZGTRER NJCVVVJEFS;337,760;27,870;365,630
10805;10805;2004;11;2004-11-02;TYPBFL ANMPXKGIXG;388,860;32,080;420,940
10806;10806;2004;11;2004-11-27;BPLRCX AQRFIRTACX;11,780;0,970;12,750
10807;10807;2004;11;2004-11-16;IELNDX UWDKQLDBXL;167,430;13,810;181,240
10808;10808;2004;11;2004-11-27;XSQCML IEMWMINKMZ;279,930;23,090;303,020
10809;10809;2004;11;2004-11-16;UWVEJF ZUKENSWKQE;270,390;22,310;292,700
10810;10810;2004;11;2004-11-02;ZYCWBY UVQLYMCZXZ;186,870;15,420;202,290
10811;10811;2004;11;2004-11-02;XHFZUG UUKGTTXZAC;255,070;21,040;276,110
10812;10812;2004;11;2004-11-24;FCKHFT PCWYSMPVXO;24,350;2,010;26,360
10813;10813;2004;11;2004-11-04;NCXQMT ZLJTOHLTQX;263,640;21,750;285,390
10814;10814;2004;11;2004-11-13;QYOGRK RLNYGIIWUW;127,760;10,540;138,300
10815;10815;2004;11;2004-11-24;KKLFEH ZCNHDPVNCO;308,400;25,440;333,840
10816;10816;2004;11;2004-11-05;MVPBZX AQIEBTIRYC;107,810;8,890;116,700
10817;10817;2004;11;2004-11-05;TILFKZ TNUCWUQTOW;112,440;9,280;121,720
10818;10818;2004;11;2004-11-24;CDQPJG VJXDZGVTNK;28,970;2,390;31,360
10819;10819;2004;11;2004-11-24;OBOPKR MAQDMCUNDA;177,120;14,610;191,730
10820;10820;2004;11;2004-11-27;TXXLWG PRBKQCNHNE;267,930;22,100;290,030
10821;10821;2004;11;2004-11-13;SWVOHB HCWEBVXIAI;123,730;10,210;133,940
10822;10822;2004;11;2004-11-24;GQPBDS NPXKKWKTHT;187,590;15,480;203,070
10823;10823;2004;11;2004-11-08;TFHBAZ PQZRJXWJRZ;83,130;6,860;89,990
10824;10824;2004;11;2004-11-01;BTJWQC SZQUFAUHUI;130,230;10,740;140,970
10825;10825;2004;11;2004-11-29;QXGOTA DTRETBPIAI;1,060;0,090;1,150
10826;10826;2004;11;2004-11-20;XFBZOK ISWBDOCEJJ;201,060;16,590;217,650
10827;10827;2004;11;2004-11-22;EDCCWX FFQBBUSHLL;206,190;17,010;223,200
10828;10828;2004;11;2004-11-13;AWCHOR EUQEZZGRKT;54,640;4,510;59,150
10829;10829;2004;11;2004-11-20;GKRVDA DYMLMDXMHK;138,090;11,390;149,480
10830;10830;2004;11;2004-11-20;JQJRAK PUVKSBLIQO;373,420;30,810;404,230
10831;10831;2004;11;2004-11-25;OOHBCD JLQOQSZBPG;172,960;14,270;187,230
10832;10832;2004;11;2004-11-22;BNCWIV ILAHUEHTXZ;195,560;16,130;211,690
10833;10833;2004;11;2004-11-25;JQDGYV SDGBSOEBRY;346,760;28,610;375,370
10834;10834;2004;11;2004-11-05;RXHTOX EWCUUOUAQN;291,040;24,010;315,050
10835;10835;2004;11;2004-11-20;AUWQKM DJQRLOEBWE;25,110;2,070;27,180
10836;10836;2004;11;2004-11-03;ATHZGB VJWIFUKTCN;298,540;24,630;323,170
10837;10837;2004;11;2004-11-30;HKQXKT BNLVGHMLMO;64,720;5,340;70,060
10838;10838;2004;11;2004-11-13;GDGWGE OGJNKQRNMK;363,050;29,950;393,000
10839;10839;2004;11;2004-11-24;SRONDT CIOWXPVLES;324,070;26,740;350,810
10840;10840;2004;11;2004-11-13;IFYGNE YTSAUQLCFB;50,150;4,140;54,290
10841;10841;2004;11;2004-11-10;GSSMVI ZZLTMNXZND;173,090;14,280;187,370
10842;10842;2004;11;2004-11-24;LRPGEK CXTFCFQMSD;258,630;21,340;279,970
10843;10843;2004;11;2004-11-22;JDOURN ATJXBKBYCV;53,470;4,410;57,880
10844;10844;2004;11;2004-11-03;BBWNMS PMJXRDZUPK;188,690;15,570;204,260
10845;10845;2004;11;2004-11-26;OHUAQL KGYJPQYGAY;320,130;26,410;346,540
10846;10846;2004;11;2004-11-07;KVICCL KBZMHVUJUE;230,450;19,010;249,460
10847;10847;2004;11;2004-11-17;EPRPQZ OWTOJDFKSU;120,820;9,970;130,790
10848;10848;2004;11;2004-11-23;MSKTRG ABVXWLAEXZ;359,890;29,690;389,580
10849;10849;2004;11;2004-11-12;ELVVLF ZUUAGLCUGP;387,380;31,960;419,340
10850;10850;2004;11;2004-11-27;WCLAQV ZKMCRCORLC;237,820;19,620;257,440
10851;10851;2004;11;2004-11-19;OFBVUL ZJEXTJUPDO;85,270;7,030;92,300
10852;10852;2004;11;2004-11-06;MFCCYZ IDELHLLIXJ;51,510;4,250;55,760
10853;10853;2004;11;2004-11-20;NWXPES DYHPMRFFVW;3,790;0,310;4,100
10854;10854;2004;11;2004-11-11;KUWNRR MYSTRFMBHH;386,530;31,890;418,420
10855;10855;2004;11;2004-11-13;YNIDRD NBRFVNHEIB;117,440;9,690;127,130
10856;10856;2004;11;2004-11-17;VUBKVN JGUFAXSPJU;45,860;3,780;49,640
10857;10857;2004;11;2004-11-07;CNRPJR DZBEDUHGZR;100,680;8,310;108,990
10858;10858;2004;11;2004-11-25;OPUZZN OAEVQUYNTO;106,490;8,790;115,280
10859;10859;2004;11;2004-11-03;JUWEZL LZCSRYIJGX;151,370;12,490;163,860
10860;10860;2004;11;2004-11-25;BUOEDB UMMFKFVAST;157,900;13,030;170,930
10861;10861;2004;11;2004-11-24;PFGMJN XBHGZIMEHW;173,290;14,300;187,590
10862;10862;2004;11;2004-11-04;CINPYL YXDESITZCF;228,640;18,860;247,500
10863;10863;2004;11;2004-11-27;SDBCYA CBWYZBQHOG;252,510;20,830;273,340
10864;10864;2004;11;2004-11-23;KVVBJP RVTOVJRKEP;353,880;29,200;383,080
10865;10865;2004;11;2004-11-03;WBROHL AOBWFRYCAV;370,650;30,580;401,230
10866;10866;2004;11;2004-11-22;GKLHJD SDROZBGHVQ;121,050;9,990;131,040
10867;10867;2004;11;2004-11-05;ZNWCZD MWEAQJUIEL;295,200;24,350;319,550
10868;10868;2004;11;2004-11-20;PAMKRG IJNUCADOBL;309,910;25,570;335,480
10869;10869;2004;11;2004-11-15;TZSUJD PDVCZCWOVS;36,550;3,020;39,570
10870;10870;2004;11;2004-11-26;MHZIQF SUIHSJWDKT;180,240;14,870;195,110
10871;10871;2004;11;2004-11-10;OYJRTG UTZHCYNNXP;160,410;13,230;173,640
10872;10872;2004;11;2004-11-06;DMMDQR XXDTIVYUIO;153,530;12,670;166,200
10873;10873;2004;11;2004-11-28;PVZJGY HMNITPXCVL;173,380;14,300;187,680
10874;10874;2004;11;2004-11-04;ZDFEGI ZNUJFFZXMQ;93,750;7,730;101,480
10875;10875;2004;11;2004-11-10;VZOLWO DCLNKOKUGV;67,240;5,550;72,790
10876;10876;2004;11;2004-11-10;PCFQEP VFQRJHKFNY;106,880;8,820;115,700
10877;10877;2004;11;2004-11-26;FIWHZC ZXTBZUYMVH;344,610;28,430;373,040
10878;10878;2004;11;2004-11-12;HGHQFC WDGBFZHDDN;145,890;12,040;157,930
10879;10879;2004;11;2004-11-11;XHAZEK HRASPJSGMW;212,870;17,560;230,430
10880;10880;2004;11;2004-11-29;BPUUCT ODNQJBELKN;354,010;29,210;383,220
10881;10881;2004;11;2004-11-24;RIKUIA HVVNCNUTDC;94,510;7,800;102,310
10882;10882;2004;11;2004-11-08;IRWXXB RFXNIDWEKX;267,190;22,040;289,230
10883;10883;2004;11;2004-11-11;MPPLDG KUKOWEFJXN;88,640;7,310;95,950
10884;10884;2004;11;2004-11-03;VUGWZQ ZLEYQQDQXR;33,370;2,750;36,120
10885;10885;2004;11;2004-11-16;WKNQKS UBDIMLGJXE;138,810;11,450;150,260
10886;10886;2004;11;2004-11-04;KFDETJ PNTPRCQLTG;32,960;2,720;35,680
10887;10887;2004;11;2004-11-15;GBCDOG TURKGBKSOA;29,420;2,430;31,850
10888;10888;2004;11;2004-11-29;FXYMJX OUEFNJGNQU;235,610;19,440;255,050
10889;10889;2004;11;2004-11-14;PQYYXQ NVHDTSSWYR;309,050;25,500;334,550
10890;10890;2004;11;2004-11-16;ZCOMZO OUWYCLNFBX;32,560;2,690;35,250
10891;10891;2004;11;2004-11-16;QAYGQX ONFFYLJYFS;92,900;7,660;100,560
10892;10892;2004;11;2004-11-24;YRWDFN HZVOBZBDRW;238,060;19,640;257,700
10893;10893;2004;11;2004-11-07;DVZPSC LHKXANTFTR;0,440;0,040;0,480
10894;10894;2004;11;2004-11-28;WDGFEM ALRIQWDYJZ;125,020;10,310;135,330
10895;10895;2004;11;2004-11-15;ATSGDX PJJQXATXLS;390,420;32,210;422,630
10896;10896;2004;11;2004-11-01;WXFNVJ IHBDOJNCMF;348,520;28,750;377,270
10897;10897;2004;11;2004-11-27;ORNJXO GPPJRKHRTY;121,200;10,000;131,200
10898;10898;2004;11;2004-11-05;AXMCDZ VBRDVTKWVM;130,330;10,750;141,080
10899;10899;2004;11;2004-11-29;QFFKSG ORPTKFZQJC;143,590;11,850;155,440
10900;10900;2004;11;2004-11-24;AAQKPU MLKIQHSPBZ;47,910;3,950;51,860
10901;10901;2004;11;2004-11-30;JYFJFV FVGXZFLTDL;285,840;23,580;309,420
10902;10902;2004;11;2004-11-13;WDYHSQ VHBLQYHNZH;265,040;21,870;286,910
10903;10903;2004;11;2004-11-27;WUVJPX UVRHOOFOSQ;318,730;26,300;345,030
10904;10904;2004;11;2004-11-16;XQJQBV KVJYQHSETR;332,290;27,410;359,700
10905;10905;2004;11;2004-11-06;UBRBNO FEOGYYDAVK;309,220;25,510;334,730
10906;10906;2004;11;2004-11-08;MZSBYF OWDIPWRZGO;217,640;17,960;235,600
10907;10907;2004;11;2004-11-28;OMYZEJ OXCJVOQARA;116,500;9,610;126,110
10908;10908;2004;11;2004-11-06;WCMYLX OKIJMKUIKH;268,840;22,180;291,020
10909;10909;2004;11;2004-11-02;CCNEEB XDSQLAXQYN;195,100;16,100;211,200
10910;10910;2004;11;2004-11-30;UFTFNJ QKCIYKFSDP;389,250;32,110;421,360
10911;10911;2004;11;2004-11-26;NVDOBD TJRESUUQGI;89,300;7,370;96,670
10912;10912;2004;11;2004-11-26;APNDAO MQRSYUAGPL;22,440;1,850;24,290
10913;10913;2004;11;2004-11-04;TLEWPX UMJBIXVQST;267,800;22,090;289,890
10914;10914;2004;11;2004-11-23;TFNYGQ LAVYMSUHZB;361,500;29,820;391,320
10915;10915;2004;11;2004-11-11;PTLTWC KMTSRZHJPC;288,220;23,780;312,000
10916;10916;2004;11;2004-11-25;TJDILM WSCSLQDJFM;228,770;18,870;247,640
10917;10917;2004;11;2004-11-29;PNJVAX OZLMWHFAMD;54,020;4,460;58,480
10918;10918;2004;11;2004-11-16;LSBKXJ XQZQQNMNXY;253,770;20,940;274,710
10919;10919;2004;11;2004-11-13;KMECRO WLZHATYWCQ;226,670;18,700;245,370
10920;10920;2004;11;2004-11-25;TZIODJ AVOVIGXFTZ;325,770;26,880;352,650
10921;10921;2004;11;2004-11-10;SKADBG CNDGBYXVUU;301,840;24,900;326,740
10922;10922;2004;11;2004-11-25;YWBEGQ KJWCUTSWET;299,980;24,750;324,730
10923;10923;2004;11;2004-11-03;EEKNYR TPFPKCPUEO;160,770;13,260;174,030
10924;10924;2004;11;2004-11-12;LZUUZG AXQTOTPZAJ;147,950;12,210;160,160
10925;10925;2004;11;2004-11-13;ROKLRR YREWKIYBPU;297,530;24,550;322,080
10926;10926;2004;11;2004-11-02;RVWSIK TUFJXBBKJX;188,160;15,520;203,680
10927;10927;2004;11;2004-11-22;DIOMUM AKEMHLYJFE;21,820;1,800;23,620
10928;10928;2004;11;2004-11-23;GPJQKP SALESZNHLY;385,300;31,790;417,090
10929;10929;2004;11;2004-11-26;AWPFBJ QMZQXBEDFH;247,410;20,410;267,820
10930;10930;2004;11;2004-11-14;NAHNFX YFRJHLBBWH;269,440;22,230;291,670
10931;10931;2004;11;2004-11-08;BFMJLA NEOLJONVAW;306,170;25,260;331,430
10932;10932;2004;11;2004-11-21;XMTOPS XXTOOTBXMD;382,880;31,590;414,470
10933;10933;2004;11;2004-11-20;LAWZHS ZKYLCDCXCK;321,960;26,560;348,520
10934;10934;2004;11;2004-11-20;NIMCHE MCYNEDFKAJ;138,250;11,410;149,660
10935;10935;2004;11;2004-11-05;IARWGD HBWWQUPOCD;43,660;3,600;47,260
10936;10936;2004;11;2004-11-19;UAVWYI SLZTVUYYAC;254,750;21,020;275,770
10937;10937;2004;11;2004-11-10;GVNARB OOMKCHTDII;120,530;9,940;130,470
10938;10938;2004;11;2004-11-07;RUKNPA YFINBKHNZS;139,650;11,520;151,170
10939;10939;2004;11;2004-11-06;EVYOPM SKDGRBPUVJ;174,270;14,380;188,650
10940;10940;2004;11;2004-11-27;CPLZTY MMHONLRFOJ;3,020;0,250;3,270
10941;10941;2004;11;2004-11-27;HEUQDB VOXQDAOFIY;245,860;20,280;266,140
10942;10942;2004;11;2004-11-26;ZPLBTG BCBTXKSQBT;21,230;1,750;22,980
10943;10943;2004;11;2004-11-01;GEXCBM EBNQXLEIEA;116,700;9,630;126,330
10944;10944;2004;11;2004-11-23;IYYTRK NALNUDSXTI;96,590;7,970;104,560
10945;10945;2004;11;2004-11-12;BBZBHQ OSCKOZGMFM;119,310;9,840;129,150
10946;10946;2004;11;2004-11-13;PBGKAX AXGSLJEKLW;220,980;18,230;239,210
10947;10947;2004;11;2004-11-17;SSWTLR VQOEJORWIB;136,880;11,290;148,170
10948;10948;2004;11;2004-11-01;IGOGTH OTCBHMJYDH;206,530;17,040;223,570
10949;10949;2004;11;2004-11-25;KIWTQM QNUKEDMVCS;146,650;12,100;158,750
10950;10950;2004;11;2004-11-03;FLSRHD LFOLYRIFTP;305,910;25,240;331,150
10951;10951;2004;11;2004-11-04;JHHLJR OFQWWELEWP;212,290;17,510;229,800
10952;10952;2004;11;2004-11-26;DWXSOT YSUQWTAKLO;390,650;32,230;422,880
10953;10953;2004;11;2004-11-27;RNSSIK GZIJKKOEPB;135,590;11,190;146,780
10954;10954;2004;11;2004-11-26;CENKLS CWNGBJTGBB;324,700;26,790;351,490
10955;10955;2004;11;2004-11-30;XLOXBA DULPYWFAKY;198,430;16,370;214,800
10956;10956;2004;11;2004-11-18;JKHMPL WCYRBOPUTR;373,450;30,810;404,260
10957;10957;2004;11;2004-11-19;GDYCPS MAHHNNTMRH;194,180;16,020;210,200
10958;10958;2004;11;2004-11-30;DQVWSS FEBDPQVRWF;371,540;30,650;402,190
10959;10959;2004;11;2004-11-05;YBQJBG MDCDAUTOGG;311,480;25,700;337,180
10960;10960;2004;11;2004-11-20;ENBGSC AUQGTSVFZS;395,850;32,660;428,510
10961;10961;2004;11;2004-11-17;FPWLLE ISJRLXFWCO;354,410;29,240;383,650
10962;10962;2004;11;2004-11-08;JMYPII WXDGSPZRZB;213,200;17,590;230,790
10963;10963;2004;11;2004-11-26;XMTYBE HEUQKEWTEZ;362,550;29,910;392,460
10964;10964;2004;11;2004-11-29;KSSABC FHKFPDLQJB;200,840;16,570;217,410
10965;10965;2004;11;2004-11-02;BGCGVH DZYERCWXJP;256,730;21,180;277,910
10966;10966;2004;11;2004-11-19;IHOWWA CYSCEMHKFT;289,930;23,920;313,850
10967;10967;2004;11;2004-11-19;CRKFEB RJGHITSBSP;147,140;12,140;159,280
10968;10968;2004;11;2004-11-17;DLIQAY TBUMRONJXX;137,160;11,320;148,480
10969;10969;2004;11;2004-11-20;TIBSLB BERPTDEKKT;178,200;14,700;192,900
10970;10970;2004;11;2004-11-30;CORBID ZLZNVEJCMG;325,010;26,810;351,820
10971;10971;2004;11;2004-11-27;CZRRXR UEAMWUSUAU;374,350;30,880;405,230
10972;10972;2004;11;2004-11-19;CTLDTG BABJDSEGVI;171,260;14,130;185,390
10973;10973;2004;11;2004-11-26;JLZTKS OTVUONFGXN;19,000;1,570;20,570
10974;10974;2004;11;2004-11-21;EZRUPX JVEVKDXQTP;346,550;28,590;375,140
10975;10975;2004;11;2004-11-05;YUJFJK YFRYVIQVBD;288,740;23,820;312,560
10976;10976;2004;11;2004-11-13;RVRBCK NARVWRLZCY;107,050;8,830;115,880
10977;10977;2004;11;2004-11-09;OQBMSU CJKMFFNQZS;79,150;6,530;85,680
10978;10978;2004;11;2004-11-06;OXCWAW RECEGLOHKC;143,520;11,840;155,360
10979;10979;2004;11;2004-11-14;JWSFGV DKMIWECUOZ;48,200;3,980;52,180
10980;10980;2004;11;2004-11-03;SHSTZZ FINSQSZNVX;213,130;17,580;230,710
10981;10981;2004;11;2004-11-14;KZHWBY ZUKZRERJIY;241,020;19,880;260,900
10982;10982;2004;11;2004-11-02;MUVPFL MXUTWNESHA;71,370;5,890;77,260
10983;10983;2004;11;2004-11-22;KPFCQO CACECVPPIX;116,810;9,640;126,450
10984;10984;2004;11;2004-11-15;ZKZHBS SOKTNMBMMC;230,940;19,050;249,990
10985;10985;2004;11;2004-11-11;YKRFOO WXHKJMCAFM;67,850;5,600;73,450
10986;10986;2004;11;2004-11-24;HBLMQD HJWENXENRY;58,490;4,830;63,320
10987;10987;2004;11;2004-11-08;IBNPPA LRANJKRQAN;361,150;29,790;390,940
10988;10988;2004;11;2004-11-30;IMTKRS MXECOEGQXQ;168,660;13,910;182,570
10989;10989;2004;11;2004-11-27;RGALBZ EPXESEVBAI;188,750;15,570;204,320
10990;10990;2004;11;2004-11-12;TETVEW LMOSNUWIIP;248,920;20,540;269,460
10991;10991;2004;11;2004-11-17;LBXTAB BCZAKPTIFO;252,350;20,820;273,170
10992;10992;2004;11;2004-11-14;AWGGMW TDJVHYRPTA;396,330;32,700;429,030
