#;First name;Last name;City;Country;Age;Income
14865;AXZHAO;UPYGKVDUVW;BWICISC;China;31;80000
14866;CUNCII;SGODBSXWPZ;TXCCQFL;China;25;100000
14867;XLHFTZ;LHDNAAKPAD;MDFCIRM;South Africa;47;80000
14868;VBZOBL;WEZWFJLGMY;JSBSKNN;UK;43;100000
14869;KZUMLR;QKOWTACGYM;ZZEJNSH;South Africa;18;40000
14870;ZECKVT;VJQOJSUIFT;IJDVBKQ;Russia;35;20000
14871;KFCFZX;PPLYIGHNAP;XDKYOBT;South Africa;50;20000
14872;REMRCB;GOAPUHCVXZ;ZHYNJRJ;Australia;61;60000
14873;UXLWZS;KAHFIKAFKZ;NINXAWZ;China;83;60000
14874;VYTVQD;WYIEJJKTJY;BWVBSVJ;Chile;48;40000
14875;JBKAEG;YNLIXWBGVC;CREVMOC;South Africa;57;80000
14876;PDVUJU;HVCFRDLNGO;ELJQZML;China;36;100000
14877;JQOTLW;PNBHRNUYBY;JLOJXAT;France;32;80000
14878;VHRGDG;UFNMTHKVFT;GUCEVWP;Germany;29;60000
14879;LFHPMC;VZOOHZJNSQ;IVUDRJR;South Africa;18;60000
14880;FVHRYD;RMRYLBMERU;ALXSVON;Canada;34;80000
14881;BYXABP;MTNYUADMUE;YSWTHKX;UK;57;60000
14882;MMXOBK;HPICPMPKQN;CNGKXEJ;Chile;35;60000
14883;SIWUSD;KBGANVKEIN;RPXOTHV;Germany;56;80000
14884;WNGPRQ;RXRETBICPA;RNOLUKZ;China;43;20000
14885;WJBNAS;LRXETGGIGY;WVKQFKZ;Canada;84;60000
14886;HOJIGV;AEZTLGCRFY;NQPTAOW;France;89;20000
14887;NMEUHE;YHXKOABTYO;KNHKCEW;Chile;60;40000
14888;BLQIPP;PNZDNBXMQI;AYSCCPK;UK;61;20000
14889;AUWQKM;DJQRLOEBWE;ZPHCERA;Canada;59;80000
14890;JMPTYT;DOKODOQZTQ;OATTSUW;Chile;89;20000
14891;LSZKLD;ZVRCKICDYQ;ESJWMGE;Japan;77;80000
14892;NRJYUJ;UMMFUOITEM;LOJXVNN;China;56;60000
14893;FYNZHI;MUNHIWANJM;BSJXGXH;China;50;80000
14894;KHWSQI;MEPUAQHKCJ;DMGJJOR;Germany;51;40000
14895;TBDJKP;NAJOQRYTBC;FILPWDC;Germany;25;20000
14896;EHKOXY;OGNFYMYZOD;IZTEDWT;South Africa;75;100000
14897;CJMZIB;GVGEHEEVIM;VBRYXKU;Germany;54;80000
14898;WDGFEM;ALRIQWDYJZ;AAXYLSN;France;86;60000
14899;CVPHIQ;SAYIXCHGBH;HYFTRSF;Russia;67;80000
14900;NITVYM;WXUTZBAAJI;ZOBQHGL;Australia;25;80000
14901;LKOKWL;HRFGSFHCOG;RPXYWJA;Japan;45;100000
14902;TKIQVP;HAWAGDCUKT;JHSGQSV;Germany;51;60000
14903;WWIRLP;SIQYMSSWLC;EDJVWFJ;UK;24;60000
14904;YUZKKR;SAQETJBEMF;IVAEAKD;Russia;18;20000
14905;UDDFVW;GLBZVCEHHM;CIRCSUX;Canada;25;20000
14906;GEMBAS;NCSJEWQMJT;VAWNUTQ;Chile;60;100000
14907;TKAUDO;WVXARONAHI;ADWVXMC;Canada;68;80000
14908;CTUFHQ;AFRSTETBMU;EIPCVSF;UK;48;80000
14909;EKYMAZ;RSRLWLMIFR;RVTMOYK;UK;32;40000
14910;PGEQFV;IXHEITNOKF;JESXDCW;Australia;87;60000
14911;FPWLLE;ISJRLXFWCO;BVMEXIG;Canada;41;60000
14912;XKLIPU;AZLMWQJZFK;URPSAVW;Russia;66;60000
14913;BYHRTI;QEUNVEMAOH;SEZTZWM;Japan;67;60000
14914;QXZJFQ;OADKEQKTXD;XXWXTJP;China;60;60000
14915;MNMRDB;SGLWXVQUZO;SVMMEBV;Canada;78;40000
14916;IWOMXG;SIDQEUKDID;ZUPEWLH;Russia;47;60000
14917;HCGEJY;NNORHZVQDU;LTYHEGA;France;62;20000
14918;SHWBFK;PUBWUXMYSX;RRFWXFH;Russia;22;40000
14919;IGTOQI;JRFEPSCHQU;YVQWBYP;China;43;100000
14920;PRPFAZ;XFEMYHUOBS;KSPLQET;UK;28;60000
14921;VDWWCU;BGGANBOPTY;IJKYNEX;China;45;80000
14922;NOYQIA;XPAKQOAKNI;TXHHBEQ;UK;64;80000
14923;FOZNOW;DOHUCIFQQY;NYGODWN;France;59;60000
14924;CPWQMZ;FUUICZYTYL;RFAVBOF;France;35;60000
14925;VIMHIR;CCAECYYAKQ;FKLHYRT;UK;61;60000
14926;XXTGPW;IPAKNZLYPR;IAZHRSG;Germany;53;20000
14927;JYDZUM;OVXCUJAJAI;KZQBRXP;Russia;64;40000
14928;PJMJWA;FTDZDDJDMT;DCVUAKO;Chile;77;80000
14929;EFQAGV;UJVXMFBYZE;BUZBFOJ;Chile;35;60000
14930;LDZRZU;BVSNAUMZYO;UYQAMZH;Australia;78;80000
14931;ZQFYLG;UDUUXGUWVO;VLOHKWJ;China;70;40000
14932;JLLUSF;XMAVTUSOJN;ZYVKUFT;France;54;100000
14933;ZJQROO;DPKWJCLSQL;QLVLQOY;Germany;79;80000
14934;EKITZM;IJJSMULCFC;OAOFPMS;UK;61;20000
14935;ZIMZUV;JDNVYZYDBN;EPSUCLT;Russia;27;40000
14936;MUDGPN;KDJICHMDVR;TNLVYEP;Australia;18;20000
14937;UHOKUZ;NDIQLUUGMN;TXJSCZT;South Africa;85;100000
14938;FLQZLE;CTVOOPUADO;XNHZMBV;Chile;64;20000
14939;CVTNAW;GVKVLFVOTT;BBTOCPT;Germany;69;60000
14940;NITOEA;KPVVURKOKM;PEASTUH;UK;44;80000
14941;RMPVNZ;KJVFAFTLRJ;QSBJNIJ;South Africa;21;80000
14942;OGABFL;LBQLGKXYTN;RUXECHA;Chile;52;20000
14943;SGZYRK;ZIWGSUFLIW;GFBJNBO;UK;30;80000
14944;KSMCCM;KZSCUXOCTU;IVDVWSV;Chile;71;60000
14945;LALONW;NFZICNKWIT;RMOOFJV;China;79;60000
14946;WYOJUC;PTKSHVOQOG;CDUHNQQ;Japan;42;20000
14947;HQACTQ;WDIDZWUODW;SXEFNUX;Australia;28;20000
14948;UDLNTI;RCMQYGECCX;ZHCNCAO;South Africa;47;40000
14949;OSBIAS;KMIJSNLVLL;CNZEONZ;China;50;40000
14950;DLODDY;PMHIASDLEG;ZDKOQKX;Russia;90;60000
14951;LCVOAL;BITCBXOFDO;INCYYZR;Germany;53;40000
14952;PDHQOJ;YILAFZFIOO;WQNUQEJ;Russia;67;60000
14953;UTAJCY;RNZWNEFBTB;SGVILFB;UK;26;80000
14954;VRGYQY;LQVZUABOCT;UXCGCDD;Japan;62;60000
14955;HURYSD;OODJPEXRYS;OAYRDCH;Japan;80;80000
14956;QHCJLR;YOANSYERRT;RQKVSSN;Japan;22;100000
14957;JASURR;JSECQITIBK;YMFQESH;Canada;77;80000
14958;VIZMAI;EEKVNDEONC;BTTGLAJ;Australia;82;80000
14959;FTKGBP;KMLXPPMDRN;WLUILEJ;Chile;62;60000
14960;JWZKLJ;XXHMMTQEHN;PCWBGFH;Japan;64;20000
14961;MANYKK;WRXJKONSBD;UXFACNR;UK;37;60000
14962;HAYRLU;IJETXRMYVG;WBHYOZW;Chile;26;40000
14963;DIHPDQ;ZHJWZVVVCR;WJQKIMP;Canada;85;60000
14964;GVCKLB;RVYRQTMTLI;CCSLPIQ;Canada;58;60000
14965;JMUUOM;PNDGGPZSYC;VROKZFN;Germany;81;100000
14966;JTHYFX;LJDSZDLXGG;OVQOBEC;France;20;40000
14967;UPTAMF;JQXIUIGBOU;WFIYJLL;Australia;33;40000
14968;UCIHHS;XFARNHSCBP;HKORWZT;South Africa;69;40000
14969;UQYCIV;HINUPGXRWF;BKWXJPV;South Africa;26;80000
14970;TRUBNB;KAWAHURDAT;NWRXMMS;Russia;58;40000
14971;FCMTEW;TBWAWNDWHR;TYOFLHY;Canada;19;100000
14972;DKHIGA;KCBGQFCXXV;WMBHTZK;Japan;22;80000
14973;MXPSYZ;VAFMGIJDEG;PFOJFYZ;UK;69;60000
14974;QBIOBE;PGQVPAZTGP;ZUYFTXE;South Africa;53;80000
14975;ODDPHT;WXOLXOFEDF;ZBKSZON;UK;82;40000
14976;ALFHEB;FTNCITHLYH;NJZMXNL;Russia;76;80000
14977;GYTLAY;FOBNHIZGPM;PPZNDKG;Chile;23;100000
14978;APGANM;OOZWXZDMMS;CLGGWNL;South Africa;27;80000
14979;SXXGJL;VJISILFUEH;GKOCYZY;Canada;65;60000
14980;OLIXXD;GFWPRBKVJQ;GXTEXSJ;Russia;84;40000
14981;ISMGWT;LSICUTYDJF;BDKZVUR;Russia;47;80000
14982;CGNZAZ;RICLCAPLGQ;OQPKKHE;Germany;58;60000
14983;UCRUBJ;DDUFEKRKAG;AQRLXVA;Chile;23;40000
14984;EBYFKC;IFHMPZWQGX;HXIFSIL;Russia;71;60000
14985;UMKFOT;LWFBWCSCZZ;ZIFRRQK;Russia;73;100000
14986;GGNVZZ;SFAOISQISQ;QXHHOSB;Canada;67;40000
14987;YWDYVV;DWKLOATHQK;EYSSRUW;Canada;56;60000
14988;KOGGJK;CTWRUQYLAD;KTVBNSF;Germany;27;20000
14989;RIPBSS;VOJPEIBFLL;ZGMMYSC;China;28;60000
14990;LARESM;SCBXLCDWOC;DBPCTSL;South Africa;47;20000
14991;LRHEDA;GFYSICOWES;XUURMFO;UK;49;60000
14992;DUOGVV;MTNVVBSATQ;UOHHTWH;Germany;49;80000
14993;GHMBCZ;UQUQRNQLDL;ZLSTHZG;Russia;78;20000
14994;DNXGMR;WHHNUYZYJZ;JBTQBAJ;Russia;56;80000
14995;ANPNFL;VMZQKZOUYY;WROXSYR;South Africa;40;20000
14996;VQGACC;NCSYBHSAFO;SUMKSDH;Canada;72;80000
14997;JADLCQ;OVPPDIPIXH;DKSWOZZ;South Africa;64;40000
14998;QKHTBV;ORLRZAAWIE;GBAUAZR;UK;51;100000
14999;WHOYCD;POVOOWLXAS;YANZAEY;Russia;81;80000
15000;DIKGMZ;UHOJDZHDSG;EFGFJEY;Australia;72;40000
15001;BSDNRY;VGHZFPDYWI;DCNMGMP;Germany;70;100000
15002;KAYCZU;IGTOWWMSEP;USCBERP;Germany;51;20000
15003;MYGLTO;SMCPIPHNEC;FHDKYSX;Chile;76;80000
15004;TWVMKO;ZNDICKVHNA;OQKNJIS;Canada;32;20000
15005;BWPMLO;ZOWCZRKMSZ;DDMMLFP;Canada;83;20000
15006;UTXFHX;UEATWKGOJJ;RWWCBLH;South Africa;21;60000
15007;UIACGU;HGODQVRAFI;WBLYNST;Canada;62;80000
15008;YTPFOW;LDZCYQCDZZ;FKXSDRX;Australia;62;60000
15009;JCVXYH;AYJYOLCOLH;ZIADAXD;China;77;40000
15010;XDXWKY;UUXJFZXRHX;ZHAZFDI;Canada;27;100000
15011;GSFRQZ;LNIRNGIUDI;CDIHGQM;France;21;20000
15012;THKKGV;YOMLVVFYDI;BLPICCT;China;27;60000
15013;KZFQVE;FIPADVZHDA;STJUVDD;Chile;70;100000
15014;SFJNKP;VZQYVPGZQY;TZTOCXV;Chile;46;20000
15015;QNXACT;ATSVIYVYXO;YQDAOYG;Japan;36;100000
15016;UXRXQR;QINZGJXEXW;VAWJZCB;UK;54;60000
15017;KCCBTS;JHRQQPUNLP;OIZOLAL;Canada;41;80000
15018;KWXEPH;LHYCWTPIJE;RITCJFG;Germany;85;60000
15019;UKBJRN;QQPNJFWTJN;CCPLHWA;France;60;40000
15020;ZLFRYV;HNIRSFKCSM;FIYNEZZ;Canada;22;20000
15021;NGHLBP;ZKHSQSVIFA;REOVDOA;Chile;51;100000
15022;SFTUVS;FCKVUGDZGV;DVRHJRN;UK;30;60000
15023;JEWEXB;HIWCOACUVF;QMMZEAZ;Germany;31;60000
15024;JHYGIG;OFICFKXBQN;ODNTDMI;Australia;75;100000
15025;BUXKAL;PJOVTMXJAM;MNFQAOR;Russia;64;60000
15026;LLILXX;VLTOYQYYCL;MIBMXTF;Germany;89;80000
15027;KYNHVI;TPXRFVPIGC;RHOOAUC;South Africa;26;60000
15028;BZFXIY;MFQRAGZGIR;OXFORHK;France;40;40000
15029;HMZPKL;UBDVHDCQUQ;NZFFHPR;Canada;71;80000
15030;FRRQDM;RHIZKKPFAD;FFIMVZQ;China;66;40000
15031;IBQMOH;TXGEHWJHZO;NIBIHRS;Russia;52;80000
15032;OGDDOX;AVCHRLPQZC;YBLGSDB;France;69;80000
15033;YYHNVH;IXPZJEQJHP;KSVCWXP;Japan;60;100000
15034;NCWJJF;HZFQDVZLKJ;EGMADCS;Canada;61;60000
15035;RMYBRF;BWWFSVQDFU;JSVNVNR;Japan;48;80000
15036;XQVOVW;LRBDNSGTMP;LICHWUX;South Africa;67;20000
15037;HXQDTB;VVEINKCAAN;IDVFYSC;Canada;58;80000
15038;LIEFJA;BOIPZKPAYY;DUEBNGG;UK;42;20000
15039;RHYBHA;PQPOBFPAES;UIUIOBH;South Africa;23;100000
15040;JTZRUO;IJDKPSKTLF;CGNRHVO;Australia;88;100000
15041;TXQNMY;WPIMITFUZI;ANZIIOL;Australia;90;80000
15042;XGUJER;YNDHHJBGRC;TRKCFVE;Chile;58;40000
15043;UBMZSL;MWSUGUAXWU;PHWVDBD;Germany;77;80000
15044;WEJPPW;MIQSCRQZLG;HIBKJEZ;Japan;79;40000
15045;AQVPNI;YEABWRAHXI;QYTZDSQ;China;53;100000
15046;DRGRZE;VAGRRGZOOP;NHPQAFA;Chile;71;40000
15047;KQNKVJ;LBBCHARWQE;EFVFLVM;France;57;80000
15048;EEYZOJ;APLIQDFHHJ;NDPYYCL;Australia;50;20000
15049;QAHEJH;UVQKZVRGFF;JUDIWPI;China;18;80000
15050;AZJKHE;GXOFTGMYLW;TPEQFNZ;France;51;40000
15051;LUITYO;QMUKTGIFCC;VHTAUTK;France;18;60000
15052;UUVSJM;FDWYJFEMHZ;UBZOUJZ;France;48;40000
15053;FDCOPH;RLGBQKNYJI;AJXVTXG;Chile;77;60000
15054;YPJNXB;ZECQOQOYYP;HVKASQI;Chile;80;40000
15055;MSCJTB;NWRCMGBKWI;GGJZXSF;Russia;61;80000
15056;HWGBYU;XQWKXXVTGB;ZQBWIGQ;South Africa;79;20000
15057;SHWRBU;HYEEWZXCBX;TCUBILY;Canada;46;80000
15058;ROGTIO;SNSOMQQOOK;QIMZUKD;Canada;66;100000
15059;FDIORA;BKOOBFDPPT;YBTTMXW;UK;27;80000
15060;HBHZBJ;KQYLVCBKWA;MPTYMQW;South Africa;76;80000
15061;WCMYLX;OKIJMKUIKH;YEFLVCH;China;26;100000
15062;FKXRHM;BQWOARXLYV;QEHLGOT;France;70;100000
15063;DWCLJE;BFTCXQNVME;ZTPFHJQ;Canada;24;20000
15064;ZGSIKU;ODWLUKHGOG;AEMHNDL;Australia;83;20000
15065;DUYOON;SKZNVGTJNT;NABBDMB;Russia;53;40000
15066;GHKVUD;GUQBAKKNEY;NFARSCJ;Russia;75;60000
15067;CWKWAQ;RQSRBDFFBT;LCKDEUX;Australia;28;60000
15068;AYDAPU;RHLSKQYMKJ;OUMTPKV;Chile;71;20000
15069;RGRHAJ;OMBZDZLNIA;HVTXFOD;UK;90;40000
15070;GAAHJP;TLPWLAJTBR;PUOVJSU;France;51;100000
15071;MWEWMX;IBUTCDNDVD;YKYHCSR;Canada;21;100000
15072;XCQKAY;LUSOXFSTIQ;DHXFZPJ;China;38;40000
15073;JAYJYK;DQYBWRVFHY;MEEMUNV;Canada;29;40000
15074;EEFCPJ;TOLQFGVMFI;RJULWPP;UK;84;20000
15075;CIVRSP;FDFLKBXPJP;YEBVTRU;Germany;85;40000
15076;GEDYTJ;CZUMBSBLHA;PIWJARX;Australia;19;100000
15077;ECVYMX;YHJAZLMHMB;QILQZIS;Australia;58;60000
15078;RKODHN;LRNLDZSPBJ;XMAXUSZ;South Africa;26;20000
15079;NQYVDJ;NRVQQNFSXD;EXBZPBV;Russia;40;60000
15080;ZNVDXI;USYLGEDDIH;AJGQKCI;Australia;45;100000
15081;XTYVCS;NBEUFHXNPY;XWOHYXI;China;37;20000
15082;ACGDVU;EZOJHMXWKU;SZCRXLB;China;78;60000
15083;XVUTPY;SEHAQFWBZP;ACGYNHH;Canada;76;100000
15084;QSMFQF;JYFZDCACRB;FXASFHV;South Africa;22;100000
15085;UISKOC;ITCLVDONFT;LFMQNIN;Russia;73;100000
15086;COWQQF;KTQGWFTBZF;HLVUUIO;Chile;43;20000
15087;XAZOGK;HXQECKGBPN;NLIIUXO;Russia;61;100000
15088;QYWWIE;TYJWJPXYDL;JLTDIHX;Japan;35;20000
15089;EZLMEE;LNAUCYSGJC;RDGALDS;Russia;67;100000
15090;RKXVPI;IQCLPVRZXJ;CEJNHCI;Russia;30;80000
15091;PQBEZK;VBVKXNKVWM;ZGAGIIB;China;52;20000
15092;CBECLA;DHLBUVWRIV;XICFQDQ;South Africa;65;80000
15093;SZAEAE;MLFHGBYPWW;XZBOCRK;France;22;80000
15094;BUQBZC;MEJTFIICEG;BGUEYFQ;UK;63;40000
15095;LABKDN;ONHUVPXAWY;GQCEVTD;Australia;50;80000
15096;MQLPEA;CLUYBRYXQE;OSJKMMM;Canada;40;20000
15097;ZNADND;PIBRZZPQEE;JNOVAAX;France;64;100000
15098;EXBRAR;ACIACYQGCZ;UQUUQSH;Canada;55;20000
15099;KGHLXI;NFIQEYWGXQ;WRLNJSR;Russia;31;80000
15100;LXQIFE;OOUSMRYJIV;BUILNZE;Australia;65;40000
15101;OXCUCQ;IXJVPIEXDG;RMREMVG;Russia;23;20000
15102;ZEHCVQ;ZELOMPMQWE;CNIPJOI;China;76;40000
15103;ZOHVEH;ZPWMEICBMF;OVUYKDI;Chile;36;80000
15104;UBQYIQ;NECSNFTZKI;VFHFIPL;Japan;83;40000
15105;YYLHPZ;MSSZXMZHUU;NCAVRMM;China;24;20000
15106;BPUQPG;IHFFUFNOAA;QAWINJR;France;34;20000
15107;VVFKBO;SHUMMHBNIS;OFBBOSM;Germany;28;40000
15108;YMAAAT;HUFUCHHLZV;QAWFSJT;South Africa;78;40000
15109;IIZJBH;EHBGOIRNDI;OZNHIHD;Chile;36;20000
15110;OEFQLJ;XMQLUIZXQN;XEVGLZN;Japan;88;20000
15111;DHXOQU;AGGVPFSFTQ;KOXVNKM;Canada;50;100000
15112;STYJOY;QUTFZMKTDU;HAQVLDA;Chile;70;20000
15113;MYYAWO;UQTUDENGZV;HQQSTQA;Canada;73;60000
15114;SKCOYW;FSRIWEPVAX;MRPFHPI;China;70;20000
15115;DGDBDI;TURQZHMZEY;QTDYJMI;South Africa;25;20000
15116;IDMMMF;GEWFLIFPGW;JKVTWDP;France;83;40000
15117;BVLNBS;RYYDGDSMAC;XVVTZLF;Japan;19;80000
15118;WBOYUG;WSJCWCPWEM;SAGRLLI;France;66;60000
15119;TEVNKS;GUUCWKZBXR;BEINQRY;Canada;42;60000
15120;MKXXCD;RXFNIEOFVQ;KEDAWCE;Germany;79;20000
15121;GYQJCI;HHVPMKVHBF;MFFJHKY;China;26;40000
15122;BZQDHY;LCNXNJFPPS;UUBBFZK;Germany;50;60000
15123;KDUSBG;VPDIYIXNBS;IDUODFC;Chile;90;100000
15124;DRTEYO;UBXTKVHLNQ;OHERMGZ;Canada;37;20000
15125;YYUWNP;YKIIFPUTGJ;AKBNRAQ;Canada;47;60000
15126;IJCVYB;GHKMXEFDOG;NPTFQJI;Canada;70;100000
15127;CADBBK;ILWGPCJEIX;TBCJKKN;South Africa;45;40000
15128;JJMLUV;WRBMTLQBIJ;CLTNWGI;South Africa;89;80000
15129;JEZDAV;UCHONYPWIR;IBFEINZ;Chile;27;20000
15130;HAGHWA;KEOXCEULWC;MBGVPGA;UK;52;80000
15131;NAFJBP;NQNQUHBRKO;SRJIXKG;UK;46;60000
15132;KPZMFN;CSEXAFOKUH;CDPAOVX;France;43;40000
15133;ZGUEUW;XYTXEIIYPK;CEKQZIC;France;41;20000
15134;OVNIRK;HLILTRJICM;MNCMVFY;Japan;50;20000
15135;GNFYYN;KHYDYIMAUZ;OWLJCJB;China;90;80000
15136;NVCMIM;THQSPCTJCH;GNRIXSR;Chile;61;20000
15137;LGQUTJ;BJBQMVZPCF;CTOALFH;Germany;73;80000
15138;AGCUQE;DSUQNUFPAI;JOIUTQJ;Japan;71;20000
15139;ZFNQJR;IDIWYOLYWU;MFPGVZW;Russia;62;60000
15140;VYHEPQ;IYMGMYFJTR;OIYJIUC;Chile;41;20000
15141;GLFWCO;UOVGMAPGSE;PROXLQD;Chile;76;60000
15142;GTMIIG;XDNKEDQXHF;OVDAMGF;Russia;71;40000
15143;MVHUCE;YQODTEAAKP;VNPHUVA;Canada;31;40000
15144;ARGDVE;TKINPJNZYJ;NORHKSK;Canada;88;40000
15145;QOPMTJ;WBWLKKLJUZ;XLHIERL;Australia;41;100000
15146;XKCQUY;SQKDBWMVVK;HCSLUEO;Russia;86;80000
15147;JWKDVD;UGGWCTRYEZ;BXKVBZO;Chile;33;20000
15148;BODXRX;DYUGSLEWKF;UVBVUQC;Chile;76;100000
15149;JASAYV;ZSBREGOPLJ;KMEFCHM;France;36;40000
15150;HAJGWI;ZXADDPTPYE;CDJFKWP;Chile;20;40000
15151;BRSXAS;VAVZQPOOTQ;SDVCZLH;Australia;41;20000
15152;ATAALV;BHURXJFQZX;TVATHIT;Japan;37;60000
15153;ANCMJD;UDURMAHMYB;IZUPING;Japan;62;60000
15154;DOGNSA;QNRDOYQMAY;MUNUIUL;Japan;52;80000
15155;BZUTZL;GQPVPFIPEU;KSOSMAI;Russia;50;100000
15156;KUPKGW;AVRQBZFFUP;XJIJJQC;UK;63;80000
15157;KGAQDB;MUSNUYSOOQ;YWAHNCG;France;85;80000
15158;EUNHWA;CONWMGLAWJ;XWRKYYX;South Africa;68;20000
15159;MSNITQ;WGNJMYKJIH;FAREYOA;Russia;35;20000
15160;ZPLSFI;YSSLRCUAJA;BBFZQGT;China;37;100000
15161;WLRCTQ;VLBMOWNYWO;ZCOQIHA;Germany;45;20000
15162;VULOLG;ANTOJHMGVM;IKCRSDF;Russia;19;20000
15163;VPJGWK;UQYDXLKTXT;DAKVEQP;France;49;20000
15164;ALQXVK;NTOKFYDDRG;DCCHSSU;UK;36;20000
15165;RUKMEY;GTILRMOJTS;LVADNUC;Russia;63;100000
15166;KITPHZ;IPLACZJVSU;RSYENBX;France;69;20000
15167;BXAIWI;YIIAISVAMM;TLRHMPR;South Africa;85;60000
15168;VLOSUM;ACNIUIJHVC;SNJFCBB;Australia;55;100000
15169;ZOHTAH;WNQRWZYSBR;FLWINYK;Australia;74;20000
15170;IISIPO;WFFTFEMGWS;STAFRLG;France;85;100000
15171;GQMVFI;BKCGPONMGF;FHLWSSH;Japan;53;80000
15172;DEEING;TQNIEBULHA;TSXMKEC;Canada;51;80000
15173;QZQEGJ;UTRZUMKBME;UJQEOTJ;UK;29;100000
15174;DOJJXD;DPCYCNZPSU;ZIZNCIL;Germany;25;40000
15175;ROMPSP;EVNHJNWBHV;JGJMPVZ;Australia;35;80000
15176;VDNNTS;JHZSUWTCSD;JBPZXPZ;Germany;72;100000
15177;XMQQEZ;XESSBMVTQE;VFDSVDF;Germany;59;60000
15178;BEOGEM;KWEMIZFYEA;EISALYP;Japan;63;20000
15179;VTCZGN;VLZELEDPFH;XYIJWYZ;Australia;57;80000
15180;HXMNKI;ZJNKOQATYX;RGHOEHQ;China;24;60000
15181;ZBJJKI;TXTHOTBNRT;UYHYGYH;Japan;35;40000
15182;IRASAT;QTAFMBSDVM;CCLIBTX;UK;75;80000
15183;LQWMJN;FKSRMLUHXW;KJFLCDL;France;20;80000
15184;ROQABV;KTNWEIECFO;LKZNNLY;Chile;51;40000
15185;AWBBRM;VFJANNDSBO;CBCQMBW;South Africa;30;100000
15186;AWDSIZ;XRAKEDDGRF;HUVUWRR;Chile;79;60000
15187;SQNBQK;SQVXTYELEM;GAGCRXI;Australia;83;20000
15188;NOYEZR;UVPNUTZYGF;YMHQKQQ;UK;37;20000
15189;VAQVSK;QIYLCXJICI;VKZGAPE;UK;37;20000
15190;HSIADZ;IBKKZTSCCN;MBTNRXN;China;18;60000
15191;STGWSO;YDZXWRAZFM;AYARWNZ;Canada;59;40000
15192;IQNBFL;EEJBWJABVA;AWSXJRB;Germany;26;20000
15193;TRDZDI;EMKAVKCRLC;NDZWUBL;China;23;20000
15194;TFAWOF;IYFDIIVULI;XLFSMQC;Russia;77;20000
15195;ADSPIA;NOEWXAQIIO;TOHGFKZ;Australia;33;40000
15196;JBDSBR;HGNEGEMPTG;DANIKMJ;South Africa;66;40000
15197;SJTUBA;AOEHTRWMYA;NLIYXST;Canada;21;100000
15198;LOFMPG;BTOULKHKKV;VTTTLMW;Japan;35;80000
15199;VZPKGR;EUMQFTAPOW;JIPVUML;China;50;100000
15200;LPIRGM;MSCRMDHBZR;JPMEBYO;Canada;18;80000
15201;PCVWPH;OSYBVGCVXM;KKRLIFQ;Canada;74;40000
15202;WCCLJR;EISZPVVMIF;WZRFFHI;Japan;24;100000
15203;EALORP;XKPMGKZOPW;NHCTPKK;Germany;23;100000
15204;BHBTWZ;EMLKXLYNHM;UJFJUPX;Germany;35;60000
15205;NRZKQD;WCNUNMHVYB;FEKZUHO;Germany;40;80000
15206;ZRDPVA;RIUFUBATCF;XMFRUTG;Canada;47;80000
15207;CSVXSN;GNSAOSTQYQ;DDIYWPC;Germany;20;20000
15208;TYFMLL;ZDLNWFEUWI;XEGUTJI;China;35;80000
15209;EWAPHA;TTOQYTLUBJ;ZIDSSMA;South Africa;83;60000
15210;TQEBQY;VFOUYZPZJO;IMHAZHX;Chile;78;40000
15211;LOWCMR;HBMFBBFKQN;XXNWEKC;Japan;79;40000
15212;KFSWXZ;YKFZLKKBYH;YLEDWGT;France;42;40000
15213;OBIMBG;WGGIRQKPYJ;BCMYIGI;South Africa;88;100000
15214;AGSBNP;IUXZKHPIQR;KDPTJYQ;South Africa;35;20000
15215;NWIBLQ;VJQGQGOHXZ;KMTUKJP;Japan;71;20000
15216;PLSBBN;KSTBYIIVIT;HBNSKDJ;Australia;22;100000
15217;MNIOAS;GUUFDDALWI;MKAXNKY;Germany;54;40000
15218;AQABIH;WDMZGMKDUW;NVTBFSP;Germany;79;20000
15219;LBWUIS;YVREHCHCYV;XSXDLNR;Australia;70;60000
15220;UIIDBG;YSKGVSJUOH;NMKZZBB;Russia;80;100000
15221;EDIFJH;YUNTNXOCEB;OOANQBI;South Africa;20;60000
15222;ETZOAY;JOSWLGYQHN;EHBVIJS;Canada;70;60000
15223;MMQNKZ;CCWNIUEQIJ;XJEGSWJ;South Africa;20;80000
15224;NKJYKL;AGZJBEAJNX;SRELNNH;Chile;70;60000
15225;DVHNHI;THSVLSEYQX;QUIDIPL;Germany;58;80000
15226;KYTSHN;ZZILRMKHKA;CSEKIPY;Russia;71;40000
15227;RBRZOR;YXCQJMYUNA;NSLVHJQ;Chile;68;100000
15228;TPCIGA;FJQPWPJJQW;BBSJLJQ;South Africa;70;60000
15229;IRVPRA;YIQUYAEOXG;PPPAYGW;UK;21;60000
15230;SGHKHG;TYBRYGFVMV;LBWKHSK;Germany;88;60000
15231;GSANYU;LALKGRFSMQ;TJAABKO;France;55;100000
15232;FVVDQH;EBRKSXCFOV;OOWQZLA;Chile;35;100000
15233;CSASAE;USONPQSDMH;SJXRVYY;China;82;60000
15234;POKQTE;IHRXYKBLST;VPLROJA;Japan;84;20000
15235;MMDFRM;NJKMULXMFS;CQJQAKH;Russia;33;100000
15236;SZFJLT;TVFNHCAMVC;CFTDQAX;Australia;35;20000
